User_Name,"Dragon Beaux, San Francisco","Seven Hills, San Francisco","Acquerello, San Francisco","Betty Lou's Seafood and Grill, San Francisco","Sweet Maple, San Francisco","Ristorante Franchino, San Francisco","Harborview Restaurant & Bar, San Francisco","Nob Hill Cafe, San Francisco","Piccolo Forno, San Francisco","Lapisara Eatery, San Francisco","Coqueta, San Francisco","Anchor Oyster Bar & Seafood Market, San Francisco","ALX by Alexander's Steakhouse, San Francisco","Hollywood Cafe, San Francisco","Off the Grid: Fort Mason Center, San Francisco","Pacific Catch, San Francisco","Mersea Restaurant, San Francisco","Quince, San Francisco","The Grotto, San Francisco","Hog Island Oyster Company, San Francisco","Boulevard, San Francisco","Chapeau!, San Francisco","The House, San Francisco","Delancey Street Restaurant, San Francisco",SPIN San Francisco,"Chez Maman, San Francisco","Mo's Grill, San Francisco","Burma Superstar Restaurant, San Francisco","L'ardoise Bistro, San Francisco","La Ciccia, San Francisco","New Thai Elephant, San Francisco","E Tutto Qua, San Francisco","Pacific Cafe, San Francisco","Kokkari Estiatorio, San Francisco","Eight Am, San Francisco","Jeanne D'Arc Restaurant, San Francisco","Pier Market Seafood Restaurant, San Francisco"
martincY9169HT,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
PETERMEX,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Felix K,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Chacha2018,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
David107Grafton,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lesliebauman,,,,,,,,,,,,,,,,,,,,,5.0,,,4.0,,,,,,,,,,,,,
OlivierLeSage,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
NYJETS69,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
johnpB6424RY,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
austinmdpedi,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
N2996VIscottc,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Bbannar,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
AMkM1234,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Barbara W,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
SFFella,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
407mike,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
TravelLuxfor4,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Beau R,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Cheryl-Tom0928,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
OaklandBK,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
COLadyRoadWarrior,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Fern S,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
IV12121,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
PermanentNomad,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
stan658,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Dolores A,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
jimbythebay,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
markeltawil,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Kokomo57,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Chicago_FJR,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
PhilH770,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
cleanengen,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
Graham W,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MsKellye,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
203carync,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
mailbatty11,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
803AlanM,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
ericbY1929JE,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lindagK1722BF,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Magellan008,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mark D,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0
bobelon,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
LUVFOOD224,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
proudmamas2015,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MartyBrian,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Donald T,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
LMarieF,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
RiceWP,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JayinSF415,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,5.0,,,,
SunshineinOregon,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Young K,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
BobUtah222,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
janman_7,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Christopher M,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,
KMH6868,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
TheseGo211,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
J L,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Sylvialuna,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,
Mickey M,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
travlife,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
SuperMink,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
JeffV714,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
JeffV714,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
jessica4224,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
myexperiencematters,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Mucharooni,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Richard V,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,
Picky_but_reasonable,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
TessMomx3,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
RoRo319,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
sej60,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
alizannett,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
econokal,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Jane D,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Diane9994,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Adam3282,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Ana V,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
TubOfRoses,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Craig W,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
navymom123,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Wendy2569,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
llpupa,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
SantaMonicaMontana,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Jessiefromsydney,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Michel69,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Daragh78,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
erich485,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
ollie1952,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JoeCrawford,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
NASAHUB,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
sonjit2013,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
DaMauff,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,2.0,,,,,
LadyGalt,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
M C,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,,,,,,,,,,
336chrisn,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
arizonagalpal,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
HiltonHeadIslander,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
dougrh,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
WellnessTraveled,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
tigerandannie,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
MarinCountyJohn,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
MarinCountyJohn,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
J9052QAvictoriac,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Andrea K,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
traveltounravel,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
HearDoc,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
HearDoc,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
bryans540,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Kinosao,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,
Linda L,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
dickbob,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
SallyShorthose,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
eatonl,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Flicker91,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Kristiina83,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
meregorovian,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Hibiscus1201,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Dan D,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
LisaBeeSydney,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
nickt1812,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
TLJ4,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Srklaw7,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Arthur S,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lkvg,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
sophie p,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
cohnjoll,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
BA_Lars,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Rainkingcrows,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Charles3k,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
AMH913,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
ale_steinberg,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
aliveinsf,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5.0,
Evergreenbear,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
kristinalisan,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
1GiantsMS,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Mike_the_Voyager,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lesleyh925,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Tracy and John R,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Katia C,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Allen P,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Frankee11,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
vancouver-paradise,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Moments4Life,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JMarrs123,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
bingarakath,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
tawnyal135,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
vjz240,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
gillraynut,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
emistruth,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
juliahwrd,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Memphisbelle2013,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
R0cky3,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Tricia1417,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
BorisVino,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JCM570,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
garyr514,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Nomad627,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
avalonandl,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Fahad A,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
jen c,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
travelerfood,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lastra2014,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
BrianNapaCa_,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
bebejaja,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
HappyRetired92662,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Pagasman,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
W3lshman,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
VeniceMM,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
StirlingB,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Tim J,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MARK D,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
LCMike2014,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
needstogo,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
AT1985,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Henri C,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,4.0,
mikedavis2008,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
goodeats00,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Ben F,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
ellygan,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Hendrix B,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Sapphireprincess065,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
weirdflamingo,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,
Peter Leth D,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
W4143COmelissam,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MCBW5875,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Mannonmom,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
902JohnS,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
lovestotravel967,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Elaine P,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
ren_mac,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Good_Deal_Traveler,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MylosReviews,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
H W,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Bob07551,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
edward w,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
happycdn25,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
TravelMasterGreg,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
PeterWest_79,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
juliekat123,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
helainew2014,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
sparklingwatersc,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
bgw60,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,
msboosh,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
StaceyJ0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
axs666,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
598villes,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
yvonned725,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Stempleman,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
laser20814,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Linda0808,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
nobatesmotels,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
KonaAloha1,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
traillesstraveled,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Aluor,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
CRbyNataly,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Wilfcalgary,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JessZ178,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Banditdogaustin,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Gianna T,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Stephanie S,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
martinj642,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Michael O,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,5.0,,,,,,,,,,
RAZBW,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Mel_Paris,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
MeT1nT2,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Nic F,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
ThePepperMill,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Lukd,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
bccrab,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Emily A,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
BobbyGolfs,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
JanW188,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
sbrusi,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
MostlySunny21,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
loisthomsen,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
AlvinC3,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
illyman,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Joël F,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
58AndyH,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
MNdawnygirl,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
joshua15,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
smr54,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Mstraveler2013,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
RaymoKelly,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
fwy,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
pat j,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
gsmcwilliams,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
cherole,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
MuddyHummer,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Travis G,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
BDKChicago,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
OhioJoyce,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
uhu55,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
adventurefoodie03,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Summerasalifestyle,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
JWWRIGHT,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
rwethereyet60,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,
DanIelDMan,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Dela520,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
mjseagle1,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
DaisyDora,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
BerkeleyJohn,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,
CapCityTravelers,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
etakwill,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
StanSylvain,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
stevejnb,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
R15offreemans,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
MarriedIrish,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
PickyTraveler26,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
1Stylie1,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
DarienJim,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,
Joan C,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
MikkelTorsting,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
john b,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Stephen I,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
Kenya2010,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
johannaW858,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
MS4378,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
rmm641,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
StoneyBaroque,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,
Dirtyjoe,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
jtq-travel,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
jameslclarke,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
DCZ-6,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
WildParrott,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
